הרשיע פירושו קבע שאחר אשם בעבירה וייתכן שהעניש אותו,הוא,S_PRN
התגונן זה ניסה להימנע מלהפוך לנפגע,התגונן,VB
התגונן זה ניסה להימנע מלהפוך לנפגע,זה,PRP
התגונן זה ניסה להימנע מלהפוך לנפגע,ניסה,VB
התגונן זה ניסה להימנע מלהפוך לנפגע,להימנע,VB
התגונן זה ניסה להימנע מלהפוך לנפגע,מ,PREPOSITION
התגונן זה ניסה להימנע מלהפוך לנפגע,להפוך,VB
התגונן זה ניסה להימנע מלהפוך לנפגע,ל,PREPOSITION
התגונן זה ניסה להימנע מלהפוך לנפגע,ה,DEF
התגונן זה ניסה להימנע מלהפוך לנפגע,נפגע,NN
מומר הוא מי שעבר מדת אחת לאחרת,מומר,NN
מומר הוא מי שעבר מדת אחת לאחרת,הוא,COP
מומר הוא מי שעבר מדת אחת לאחרת,מי,QW
מומר הוא מי שעבר מדת אחת לאחרת,ש,REL
מומר הוא מי שעבר מדת אחת לאחרת,עבר,VB
מומר הוא מי שעבר מדת אחת לאחרת,מ,PREPOSITION
מומר הוא מי שעבר מדת אחת לאחרת,דת,NN
מומר הוא מי שעבר מדת אחת לאחרת,אחת,CD
מומר הוא מי שעבר מדת אחת לאחרת,ל,PREPOSITION
מומר הוא מי שעבר מדת אחת לאחרת,אחרת,RB
מהגר הוא מי שעבר מארץ אחת לאחרת,מ,PREPOSITION
מהגר הוא מי שעבר מארץ אחת לאחרת,ה,DEF
מהגר הוא מי שעבר מארץ אחת לאחרת,גר,NN
מהגר הוא מי שעבר מארץ אחת לאחרת,הוא,COP
מהגר הוא מי שעבר מארץ אחת לאחרת,מי,QW
מהגר הוא מי שעבר מארץ אחת לאחרת,ש,REL
מהגר הוא מי שעבר מארץ אחת לאחרת,עבר,VB
מהגר הוא מי שעבר מארץ אחת לאחרת,מ,PREPOSITION
מהגר הוא מי שעבר מארץ אחת לאחרת,ארץ,NN
מהגר הוא מי שעבר מארץ אחת לאחרת,אחת,CD
מהגר הוא מי שעבר מארץ אחת לאחרת,ל,PREPOSITION
מהגר הוא מי שעבר מארץ אחת לאחרת,ה,DEF
מהגר הוא מי שעבר מארץ אחת לאחרת,אחרת,JJ
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,ב,PREPOSITION
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,ה,DEF
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,רפת,NN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,מגדלים,BN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,פרה,NN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,אשר,CC
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,מן,IN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,היא,S_PRN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,ניתן,MD
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,להפיק,VB
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,חלק,NN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,ש,REL
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,מן,IN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,הוא,S_PRN
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,ניתן,MD
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,לייצר,VB
ברפת מגדלים פרה אשר ממנה ניתן להפיק חלק שממנו ניתן לייצר גבינה,גבינה,NN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ב,PREPOSITION
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ה,DEF
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,כרם,NN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,מגדלים,BN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ענבים,NN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,אשר,CC
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,מהם,QW
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ניתן,MD
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,להפיק,VB
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,מיץ,NN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ש,REL
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,מן,IN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,אנחנו,S_PRN
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,ניתן,MD
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,לייצר,VB
בכרם מגדלים ענבים אשר מהם ניתן להפיק מיץ שממנו ניתן לייצר יין,יין,NN
אסם הוא מחסן לאיסוף תבואה,אסם,NN
אסם הוא מחסן לאיסוף תבואה,הוא,COP
אסם הוא מחסן לאיסוף תבואה,מחסן,NN
אסם הוא מחסן לאיסוף תבואה,ל,PREPOSITION
אסם הוא מחסן לאיסוף תבואה,ה,DEF
אסם הוא מחסן לאיסוף תבואה,איסוף,NN
אסם הוא מחסן לאיסוף תבואה,תבואה,NN
במאפייה מייצרים או מוכרים לחם,ב,PREPOSITION
במאפייה מייצרים או מוכרים לחם,ה,DEF
במאפייה מייצרים או מוכרים לחם,מאפייה,NN
במאפייה מייצרים או מוכרים לחם,מייצרים,BN
במאפייה מייצרים או מוכרים לחם,או,CC
במאפייה מייצרים או מוכרים לחם,מוכרים,BN
במאפייה מייצרים או מוכרים לחם,ל,PREPOSITION
במאפייה מייצרים או מוכרים לחם,חם,NN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,פרדס,NN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,הוא,COP
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,שטח,NN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,חקלאי,JJ
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,ש,REL
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,ב,IN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,הוא,S_PRN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,מגדלים,BN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,עצי,NNT
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,הדר,NNT
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,תפוז,NN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,הוא,PRP
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,אחד,CD
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,מ,PREPOSITION
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,פירות,NN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,ה,REL
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,הדר,BN
אקראי הוא תיאור לדבר שאין לו חוקיות,אקראי,NN
אקראי הוא תיאור לדבר שאין לו חוקיות,הוא,COP
אקראי הוא תיאור לדבר שאין לו חוקיות,תיאור,NN
אקראי הוא תיאור לדבר שאין לו חוקיות,ל,PREPOSITION
אקראי הוא תיאור לדבר שאין לו חוקיות,ה,DEF
אקראי הוא תיאור לדבר שאין לו חוקיות,דבר,NN
אקראי הוא תיאור לדבר שאין לו חוקיות,ש,REL
אקראי הוא תיאור לדבר שאין לו חוקיות,אין,EX
אקראי הוא תיאור לדבר שאין לו חוקיות,ל,IN
אקראי הוא תיאור לדבר שאין לו חוקיות,הוא,S_PRN
אקראי הוא תיאור לדבר שאין לו חוקיות,חוקיות,NN
קל הוא תיאור לדבר שיש לו מעט משקל,קל,JJ
קל הוא תיאור לדבר שיש לו מעט משקל,הוא,COP
קל הוא תיאור לדבר שיש לו מעט משקל,תיאור,NNT
קל הוא תיאור לדבר שיש לו מעט משקל,לדבר,VB
קל הוא תיאור לדבר שיש לו מעט משקל,ש,REL
קל הוא תיאור לדבר שיש לו מעט משקל,יש,EX
קל הוא תיאור לדבר שיש לו מעט משקל,ל,IN
קל הוא תיאור לדבר שיש לו מעט משקל,הוא,S_PRN
קל הוא תיאור לדבר שיש לו מעט משקל,מעט,RB
קל הוא תיאור לדבר שיש לו מעט משקל,משקל,NN
רווק הוא מי שלא בא בברית הנישואין,רווק,NN
רווק הוא מי שלא בא בברית הנישואין,הוא,COP
רווק הוא מי שלא בא בברית הנישואין,מי,QW
רווק הוא מי שלא בא בברית הנישואין,ש,REL
רווק הוא מי שלא בא בברית הנישואין,לא,RB
רווק הוא מי שלא בא בברית הנישואין,בא,VB
רווק הוא מי שלא בא בברית הנישואין,ב,PREPOSITION
רווק הוא מי שלא בא בברית הנישואין,ברית,NNT
רווק הוא מי שלא בא בברית הנישואין,ה,DEF
רווק הוא מי שלא בא בברית הנישואין,נישואין,NN
אבוד הוא משהו שהמקום שלו לא ידוע,אבוד,JJ
אבוד הוא משהו שהמקום שלו לא ידוע,הוא,COP
אבוד הוא משהו שהמקום שלו לא ידוע,משהו,NN
אבוד הוא משהו שהמקום שלו לא ידוע,ש,REL
אבוד הוא משהו שהמקום שלו לא ידוע,ה,DEF
אבוד הוא משהו שהמקום שלו לא ידוע,מקום,NN
אבוד הוא משהו שהמקום שלו לא ידוע,של,POS
אבוד הוא משהו שהמקום שלו לא ידוע,הוא,S_PRN
אבוד הוא משהו שהמקום שלו לא ידוע,לא,RB
אבוד הוא משהו שהמקום שלו לא ידוע,ידוע,BN
נצחי הוא תיאור לדבר שאין לו קץ,נצחי,NN
נצחי הוא תיאור לדבר שאין לו קץ,הוא,COP
נצחי הוא תיאור לדבר שאין לו קץ,תיאור,NN
נצחי הוא תיאור לדבר שאין לו קץ,ל,PREPOSITION
נצחי הוא תיאור לדבר שאין לו קץ,ה,DEF
נצחי הוא תיאור לדבר שאין לו קץ,דבר,NN
נצחי הוא תיאור לדבר שאין לו קץ,ש,REL
נצחי הוא תיאור לדבר שאין לו קץ,אין,EX
נצחי הוא תיאור לדבר שאין לו קץ,ל,IN
נצחי הוא תיאור לדבר שאין לו קץ,הוא,S_PRN
נצחי הוא תיאור לדבר שאין לו קץ,קץ,NN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,.נזיפות,NNP
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,הן,COP
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,ה,DEF
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,ערות,NN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,ש,REL
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,נאמרות,BN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,ל,PREPOSITION
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,ה,DEF
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,מישהו,NN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,על,IN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,מנת,NNT
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,להוכיח,VB
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,את,AT
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,הוא,S_PRN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,על,IN
.נזיפות הן הערות שנאמרות למישהו על מנת להוכיח אותו על מעשיו,מעשיו,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,קובלנות,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,הן,COP
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,תלונות,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,ש,REL
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,מטרתן,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,להביע,VB
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,ביקורת,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,או,CC
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,ה,DEF
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,אשמה,JJ
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,כלומר,CC
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,ה,DEF
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,הפך,NN
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,מ,PREPOSITION
קובלנות הן תלונות שמטרתן להביע ביקורת או האשמה כלומר ההפך מלשבח,לשבח,VB
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,השגות,NN
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,הן,COP
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,ה,DEF
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,ערות,NN
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,ש,REL
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,נאמרות,BN
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,ל,PREPOSITION
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,ה,DEF
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,מישהו,NN
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,על,IN
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,מנת,NNT
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,לבקר,VB
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,את,AT
השגות הן הערות שנאמרות למישהו על מנת לבקר את מעשיו,מעשיו,NN
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,על,IN
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,מנת,NNT
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,להוכיח,VB
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,ש,REL
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,שמועות,NN
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,אינן,COP
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,נכונות,BN
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,יש,MD
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,להזם,VB
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,את,AT
על מנת להוכיח ששמועות אינן נכונות יש להזם אותן,הן,S_PRN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,פרסומות,NN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,נועדו,VB
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,כדי,IN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,לעודד,VB
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,לקוחות,NN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,לקנות,VB
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,מוצרים,NN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,מסוימים,JJ
בין תמימי דעים אין מחלוקת,בין,IN
בין תמימי דעים אין מחלוקת,תמימי,JJT
בין תמימי דעים אין מחלוקת,דעים,NN
בין תמימי דעים אין מחלוקת,אין,EX
בין תמימי דעים אין מחלוקת,מחלוקת,NN
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),בין,IN
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),דומים,BN
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),יש,EX
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),הבדל,NN
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),קטן,JJ
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),(אם,NNP
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),הבדל,NN
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),זה,PRP
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),לא,RB
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),היה,COP
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),קיים,JJ
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),הם,PRP
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),היו,COP
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),זהים,JJ
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),ו,CONJ
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),לא,RB
בין דומים יש הבדל קטן (אם הבדל זה לא היה קיים הם היו זהים ולא דומים),דומים),NN
בין צמודים אין רווח,בין,IN
בין צמודים אין רווח,צמודים,JJ
בין צמודים אין רווח,אין,EX
בין צמודים אין רווח,רווח,NN
במושלמים אין פגם,ב,PREPOSITION
במושלמים אין פגם,ה,DEF
במושלמים אין פגם,מושלמים,BN
במושלמים אין פגם,אין,EX
במושלמים אין פגם,פגם,NN
נושאים ונותנים שואפים להגיע להסכמה,נושאים,NN
נושאים ונותנים שואפים להגיע להסכמה,ו,CONJ
נושאים ונותנים שואפים להגיע להסכמה,נותנים,BN
נושאים ונותנים שואפים להגיע להסכמה,שואפים,BN
נושאים ונותנים שואפים להגיע להסכמה,להגיע,VB
נושאים ונותנים שואפים להגיע להסכמה,ל,PREPOSITION
נושאים ונותנים שואפים להגיע להסכמה,ה,DEF
נושאים ונותנים שואפים להגיע להסכמה,הסכמה,NN
מי שקיבע דבר מה הפך אותו ליציב,מי,QW
מי שקיבע דבר מה הפך אותו ליציב,ש,REL
מי שקיבע דבר מה הפך אותו ליציב,קיבע,VB
מי שקיבע דבר מה הפך אותו ליציב,דבר,NN
מי שקיבע דבר מה הפך אותו ליציב,מה,QW
מי שקיבע דבר מה הפך אותו ליציב,הפך,VB
מי שקיבע דבר מה הפך אותו ליציב,את,AT
מי שקיבע דבר מה הפך אותו ליציב,הוא,S_PRN
מי שקיבע דבר מה הפך אותו ליציב,ל,PREPOSITION
מי שקיבע דבר מה הפך אותו ליציב,יציב,JJ
מי שפרסם דבר מה הפך אותו למוכר,מי,QW
מי שפרסם דבר מה הפך אותו למוכר,ש,REL
מי שפרסם דבר מה הפך אותו למוכר,פרסם,VB
מי שפרסם דבר מה הפך אותו למוכר,דבר,NN
מי שפרסם דבר מה הפך אותו למוכר,מה,QW
מי שפרסם דבר מה הפך אותו למוכר,הפך,VB
מי שפרסם דבר מה הפך אותו למוכר,את,AT
מי שפרסם דבר מה הפך אותו למוכר,הוא,S_PRN
מי שפרסם דבר מה הפך אותו למוכר,ל,PREPOSITION
מי שפרסם דבר מה הפך אותו למוכר,ה,DEF
מי שפרסם דבר מה הפך אותו למוכר,מוכר,NN
מי שבישל אוכל כלשהו הפך אותו ללא נא,מי,QW
מי שבישל אוכל כלשהו הפך אותו ללא נא,ש,REL
מי שבישל אוכל כלשהו הפך אותו ללא נא,בישל,VB
מי שבישל אוכל כלשהו הפך אותו ללא נא,אוכל,NN
מי שבישל אוכל כלשהו הפך אותו ללא נא,כלשהו,PRP
מי שבישל אוכל כלשהו הפך אותו ללא נא,הפך,VB
מי שבישל אוכל כלשהו הפך אותו ללא נא,את,AT
מי שבישל אוכל כלשהו הפך אותו ללא נא,הוא,S_PRN
מי שבישל אוכל כלשהו הפך אותו ללא נא,ללא,IN
מי שבישל אוכל כלשהו הפך אותו ללא נא,נא,JJ
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,מי,QW
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,ש,REL
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,שילם,VB
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,נתן,BN
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,תשלום,NNT
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,(בדרך,NNP
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,כלל,RB
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,כ,PREPOSITION
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,סף),NN
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,עבור,IN
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,דבר,NN
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,מה,QW
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,ו,CONJ
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,יתכן,MD
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,כי,CC
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,דבר,NN
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,זה,PRP
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,הינו,COP
מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה ויתכן כי דבר זה הינו יקר,יקר,JJ
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,מי,QW
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,ש,REL
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,חיפש,VB
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,דבר,NN
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,מה,QW
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,ניסה,VB
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,למצוא,VB
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,דבר,NN
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,חבוי,JJ
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,או,CC
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,דבר,NN
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,ש,REL
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,אבד,VB
מרבד זה שטיח שמכסה את הרצפה,מרבד,NN
מרבד זה שטיח שמכסה את הרצפה,זה,PRP
מרבד זה שטיח שמכסה את הרצפה,שטיח,NN
מרבד זה שטיח שמכסה את הרצפה,ש,REL
מרבד זה שטיח שמכסה את הרצפה,מכסה,BN
מרבד זה שטיח שמכסה את הרצפה,את,AT
מרבד זה שטיח שמכסה את הרצפה,ה,DEF
מרבד זה שטיח שמכסה את הרצפה,רצפה,NN
מצנפת זהו סוג של כובע שמכסה את הפדחת,מצנפת,NNT
מצנפת זהו סוג של כובע שמכסה את הפדחת,זהו,PRP
מצנפת זהו סוג של כובע שמכסה את הפדחת,סוג,NN
מצנפת זהו סוג של כובע שמכסה את הפדחת,של,POS
מצנפת זהו סוג של כובע שמכסה את הפדחת,כובע,NN
מצנפת זהו סוג של כובע שמכסה את הפדחת,ש,REL
מצנפת זהו סוג של כובע שמכסה את הפדחת,מכסה,BN
מצנפת זהו סוג של כובע שמכסה את הפדחת,את,AT
מצנפת זהו סוג של כובע שמכסה את הפדחת,ה,DEF
מצנפת זהו סוג של כובע שמכסה את הפדחת,פדחת,NN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,מגף,NN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,מגן,VB
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,על,IN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,ה,DEF
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,רגל,NN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,מפני,IN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,הירטבות,NN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,ב,PREPOSITION
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,עת,NNT
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,צעידה,NN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,בתוך,IN
מגף מגן על הרגל מפני הירטבות בעת צעידה בתוך שלולית,שלולית,NN
כסיה היא כפפה,כסיה,NN
